Analyzed: Oh No It's Zombies Arctic Updated (350)

ID : 0 PlayerName: Frosky Race: Zerg
ID : 1 PlayerName: Rikuo Race: Terran
ID : 2 PlayerName: Raymond Race: Terran
ID : 3 PlayerName: David Race: Terran
ID : 4 PlayerName: Cosmic Race: Terran
ID : 5 PlayerName: Spheres Race: Terran
ID : 6 PlayerName: minigranja Race: Terran
ID : 7 PlayerName: Security Race: MechaZerg
Frosky Zombie Win
Public Lobby

Game Length:[35:373]
Players ammount: 8
Marine rank avg: 8,166666666666666
GrandMaster ammount: 2
PURCHASES: 
[01:366] Frosky Spawned MassiveCocoon
[02:806] Frosky Spawned Hunter
[03:216] Frosky Placed/Upgraded ToxicNest
[03:217] Frosky Placed/Upgraded ToxicNest
[03:227] Frosky Placed/Upgraded ToxicNest
[03:964] Frosky Spawned MassiveCocoon
[04:218] Frosky Placed/Upgraded ToxicNest
[04:226] Frosky Placed/Upgraded ToxicNest
[05:404] Frosky Spawned Hunter
[06:257] Frosky Placed/Upgraded ToxicNest
[06:265] Frosky Placed/Upgraded ToxicNest
[06:578] Frosky Spawned MassiveCocoon
[07:731] Frosky Spawned MassiveCocoon
[08:018] Frosky Spawned Hunter
[08:186] Frosky Spawned MassiveCocoon
[09:171] Frosky Spawned Hunter
[09:914] Frosky Spawned MassiveCocoon
[09:957] Frosky Spawned MassiveCocoon
[10:702] Frosky Spawned MassiveCocoon
[11:354] Frosky Spawned Hunter
[11:397] Frosky Spawned Hunter
[11:663] Frosky Bought CreepSpeed
[12:142] Frosky Spawned Anubalisk
[13:239] Frosky Bought CreepSpeed
[15:115] Frosky Bought AdvancedInfestationContainment
[16:123] Frosky Placed/Upgraded NydusCanalCreeper
[16:397] Frosky Placed/Upgraded ToxicNest
[16:398] Frosky Placed/Upgraded ToxicNest
[16:411] Frosky Placed/Upgraded ToxicNest
[17:451] Frosky Bought SpawnNydusWorm
[17:673] Frosky Placed/Upgraded GreaterNydusWorm
[18:649] Frosky Bought StrainVolatile
[19:630] Frosky Bought SiphonFuel
[20:307] Frosky Bought UnlockDropPods
[20:313] Frosky Bought EvolveDropPods
[20:317] Frosky Bought EvolveDropPods
[20:320] Frosky Bought EvolveDropPods
[20:824] Frosky Placed/Upgraded NydusCanalCreeper
[21:152] Frosky Placed/Upgraded Virophage
[22:952] Frosky Spawned MassiveCocoon
[23:999] Frosky Placed/Upgraded Virophage
[24:244] Frosky Bought SiphonFuel
[24:392] Frosky Spawned Anubalisk
[25:039] Frosky Spawned MassiveCocoon
[25:044] Frosky Spawned MassiveCocoon
[25:209] Frosky Placed/Upgraded GreaterNydusWorm
[26:479] Frosky Spawned Hunter
[26:484] Frosky Spawned Hunter
[26:538] Frosky Bought PureStrainVolatile
[27:474] Frosky Placed/Upgraded Virophage
[27:513] Frosky Bought SiphonFuel
[27:756] Frosky Placed/Upgraded NydusCanalCreeper
[28:273] Frosky Bought VirulentCreep
[30:541] Frosky Bought StrainDamage
[31:120] Frosky Bought SiphonFuel
[32:967] Frosky Placed/Upgraded NydusCanalCreeper
[33:207] Frosky Placed/Upgraded GreaterNydusWorm
[33:472] Frosky Bought DropshipsFueled
[33:661] Frosky Bought SweepingInfestation
[33:661] Frosky Bought UltimateInfestationResearched
[00:588] Rikuo Unlocked AssaultRifle
[00:767] Rikuo Placed/Upgraded MiningDroid
[01:606] Rikuo Unlocked OverloadWeapon
[04:262] Rikuo Unlocked SpecOpsAssaultRifle
[06:507] Rikuo Unlocked AutoTargetingSystem
[08:276] Rikuo Unlocked SuperStimpack
[10:113] Rikuo Unlocked ForceFieldGrenade
[10:130] Rikuo Unlocked SpecOpsForcefieldGrenade
[12:688] Rikuo Unlocked CombatSuit
[12:689] Rikuo Unlocked ShieldSuit
[12:689] Rikuo Unlocked AdvancedShieldSuit
[12:689] Rikuo Unlocked CombatSuit
[12:689] Rikuo Unlocked AdvancedCombatSuit
[12:689] Rikuo Unlocked HazmatSuit
[12:689] Rikuo Unlocked AdvancedHazmatSuit
[12:689] Rikuo Unlocked CombatSuit
[12:710] Rikuo Unlocked AdvancedCombatSuit
[12:711] Rikuo Unlocked CombatSuit
[12:711] Rikuo Unlocked AdvancedCombatSuit
[00:588] Raymond Unlocked AssaultRifle
[00:689] Raymond Placed/Upgraded MiningDroid
[00:820] Raymond Unlocked AdvancedDroidEngines
[03:968] Raymond Unlocked TurboDroidEngines
[06:372] Raymond Unlocked BeamRifle
[08:376] Raymond Unlocked SpecOpsPlasmaRifle
[08:466] Raymond Unlocked BioMechanicalRepairDrone
[08:502] Raymond Unlocked CombatAccelerationDrone
[09:933] Raymond Placed/Upgraded HealingDrone
[10:110] Raymond Placed/Upgraded HealingDrone
[10:282] Raymond Placed/Upgraded HealingDrone
[10:624] Raymond Placed/Upgraded HealingDrone
[12:290] Raymond Unlocked CorrosivePlasma
[12:973] Raymond Unlocked CombatSuit
[12:974] Raymond Unlocked ShieldSuit
[12:974] Raymond Unlocked AdvancedShieldSuit
[12:974] Raymond Unlocked CombatSuit
[12:974] Raymond Unlocked AdvancedCombatSuit
[12:974] Raymond Unlocked HazmatSuit
[12:974] Raymond Unlocked AdvancedHazmatSuit
[12:974] Raymond Unlocked CombatSuit
[13:414] Raymond Placed/Upgraded HealingDrone
[13:870] Raymond Placed/Upgraded HealingDrone
[26:298] Raymond Placed/Upgraded MiningDroid
[27:884] Raymond Placed/Upgraded HealingDrone
[29:150] Raymond Placed/Upgraded HealingDrone
[33:666] Raymond Placed/Upgraded HealingDrone
[00:588] David Unlocked AssaultRifle
[02:910] David Placed/Upgraded MiningDroid
[03:057] David Unlocked AdvancedDroidEngines
[06:728] David Unlocked SpecOpsAssaultRifle
[07:690] David Unlocked CombatSuit
[07:691] David Unlocked ShieldSuit
