Analyzed: Oh No It's Zombies Arctic Map (40)

ID : 0 PlayerName: Frosky Race: Terran
ID : 1 PlayerName: jpmarat Race: Terran
ID : 2 PlayerName: Ares Race: Terran
ID : 3 PlayerName: Cereal Race: Zerg
ID : 4 PlayerName: Unknown Race: Terran
ID : 5 PlayerName: Rezpectful Race: Terran
ID : 6 PlayerName: PanAsh Race: Terran
ID : 7 PlayerName: Security Race: Primal Zerg
Cereal Zombie Win
Public Lobby

Game Length:[36:943]
Players ammount: 8
Marine rank avg: 2,1666666666666665
GrandMaster ammount: 1
PURCHASES: 
[00:572] Frosky Unlocked AssaultRifle
[00:663] Frosky Placed/Upgraded MiningDroid
[00:726] Frosky Unlocked Flamethrower
[03:584] Frosky Unlocked SpecOpsFlamethrower
[04:897] Frosky Unlocked AdvancedDroidEngines
[07:171] Frosky Unlocked BioMechanicalRepairDrone
[08:036] Frosky Unlocked ThermiteFilaments
[08:541] Frosky Placed/Upgraded HealingDrone
[10:328] Frosky Unlocked HazmatSuit
[10:769] Frosky Placed/Upgraded HealingDrone
[11:527] Frosky Placed/Upgraded HealingDrone
[11:957] Frosky Unlocked Stimpack
[13:861] Frosky Unlocked AdvancedHazmatSuit
[14:359] Frosky Unlocked CombatShield
[15:485] Frosky Placed/Upgraded HealingDrone
[16:134] Frosky Placed/Upgraded HealingDrone
[16:532] Frosky Unlocked AIAssistant
[16:773] Frosky Placed/Upgraded HealingDrone
[17:050] Frosky Placed/Upgraded HealingDrone
[17:348] Frosky Placed/Upgraded HealingDrone
[19:434] Frosky Placed/Upgraded HealingDrone
[19:658] Frosky Placed/Upgraded HealingDrone
[23:870] Frosky Placed/Upgraded HealingDrone
[24:456] Frosky Unlocked MiningCharge
[24:529] Frosky Placed/Upgraded NukePack
[24:647] Frosky Placed/Upgraded HealingDrone
[24:872] Frosky Placed/Upgraded HealingDrone
[25:678] Frosky Placed/Upgraded MiningDroid
[26:187] Frosky Placed/Upgraded HealingDrone
[29:546] Frosky Placed/Upgraded HealingDrone
[29:801] Frosky Placed/Upgraded NukePack
[31:194] Frosky Placed/Upgraded HealingDrone
[33:838] Frosky Placed/Upgraded HealingDrone
[34:816] Frosky Placed/Upgraded HealingDrone
[00:572] jpmarat Unlocked AssaultRifle
[00:732] jpmarat Placed/Upgraded MiningDroid
[02:409] jpmarat Unlocked SpecOpsAssaultRifle
[05:325] jpmarat Unlocked TitaniumBulletCasings
[06:694] jpmarat Unlocked CombatSuit
[10:329] jpmarat Bought ShieldSuit
[10:329] jpmarat Bought CombatSuit
[10:329] jpmarat Bought HazmatSuit
[10:329] jpmarat Bought HazmatSuit
[10:375] jpmarat Unlocked SuperStimpack
[11:884] jpmarat Unlocked SpecOpsSuperStimpack
[11:946] jpmarat Unlocked MedicShield
[13:862] jpmarat Bought HazmatSuit
