Analyzed: Oh No It's Zombies Arctic Updated (358)

ID : 0 PlayerName: BuildAWall Race: Terran
ID : 1 PlayerName: Barcode Race: Terran
ID : 2 PlayerName: Wildcat Race: Terran
ID : 3 PlayerName: Drake Race: Terran
ID : 4 PlayerName: csiz Race: Terran
ID : 5 PlayerName: Frosky Race: Terran
ID : 6 PlayerName: xxxpro Race: Zerg
ID : 7 PlayerName: Security Race: Primal Zerg
xxxpro Zombie Loss
Public Lobby

Game Length:[36:170]
Players ammount: 8
Marine rank avg: 6,666666666666667
GrandMaster ammount: 2
PURCHASES: 
[00:588] BuildAWall Unlocked AssaultRifle
[00:667] BuildAWall Placed/Upgraded MiningDroid
[02:569] BuildAWall Unlocked SpecOpsAssaultRifle
[05:229] BuildAWall Unlocked TitaniumBulletCasings
[07:477] BuildAWall Unlocked OverloadWeapon
[08:995] BuildAWall Placed/Upgraded MiningDroid
[10:690] BuildAWall Unlocked CombatSuit
[11:587] BuildAWall Unlocked AdvancedCombatSuit
[13:232] BuildAWall Placed/Upgraded MiningDroid
[15:831] BuildAWall Unlocked AdvancedDroidEngines
[19:530] BuildAWall Unlocked MiningCharge
[19:537] BuildAWall Unlocked AdvancedMiningCharge
[19:682] BuildAWall Placed/Upgraded NukePack
[21:221] BuildAWall Placed/Upgraded NukePack
[21:554] BuildAWall Unlocked CombatShield
[25:972] BuildAWall Unlocked HazmatSuit
[25:979] BuildAWall Unlocked AdvancedHazmatSuit
[27:742] BuildAWall Placed/Upgraded NukePack
[28:776] BuildAWall Placed/Upgraded NukePack
[29:700] BuildAWall Placed/Upgraded NukePack
[31:187] BuildAWall Placed/Upgraded NukePack
[32:769] BuildAWall Unlocked Stimpack
[33:621] BuildAWall Placed/Upgraded NukePack
[33:774] BuildAWall Placed/Upgraded NukePack
[35:003] BuildAWall Placed/Upgraded NukePack
[00:588] Barcode Unlocked AssaultRifle
[01:554] Barcode Placed/Upgraded MiningDroid
[01:822] Barcode Unlocked AdvancedDroidEngines
[03:257] Barcode Unlocked FragGrenade
[07:146] Barcode Unlocked TurboDroidEngines
[07:201] Barcode Unlocked SpecOpsFragGrenade
[09:926] Barcode Unlocked SpecOpsAssaultRifle
[10:691] Barcode Bought ShieldSuit
[10:691] Barcode Bought CombatSuit
[10:691] Barcode Bought HazmatSuit
[10:691] Barcode Bought CombatSuit
[11:588] Barcode Bought CombatSuit
[13:291] Barcode Unlocked Stimpack
[13:411] Barcode Unlocked SuperStimpack
[13:523] Barcode Unlocked MedicShield
[15:674] Barcode Unlocked TitaniumBulletCasings
[17:741] Barcode Unlocked CombatSuit
[17:765] Barcode Unlocked AdvancedCombatSuit
[21:882] Barcode Unlocked ExplorationDroid
[21:931] Barcode Placed/Upgraded ExplorationDroid
[24:132] Barcode Placed/Upgraded ExplorationDroid
[25:973] Barcode Bought ShieldSuit
[25:973] Barcode Bought CombatSuit
[25:973] Barcode Bought HazmatSuit
[25:973] Barcode Bought HazmatSuit
[25:982] Barcode Bought HazmatSuit
[26:375] Barcode Placed/Upgraded ExplorationDroid
[29:408] Barcode Unlocked PsiDisrupter
[29:441] Barcode Unlocked PsiDepressor
[29:652] Barcode Unlocked OpticalVisor
[29:704] Barcode Unlocked EnergyPack
[30:760] Barcode Placed/Upgraded PsiIndoctrinator
[00:588] Wildcat Unlocked AssaultRifle
[00:836] Wildcat Unlocked ArcWelder
[01:415] Wildcat Placed/Upgraded MiningDroid
[02:329] Wildcat Unlocked CombatSuit
[03:982] Wildcat Unlocked AutoTurret
[04:072] Wildcat Unlocked FlameTurret
[06:263] Wildcat Placed/Upgraded AutoTurret
[07:097] Wildcat Unlocked BioMechanicalRepairDrone
[07:120] Wildcat Unlocked SpecOpsBioMechanicalRepairDrone
[08:104] Wildcat Placed/Upgraded HealingDrone
[08:257] Wildcat Placed/Upgraded HealingDrone
[11:171] Wildcat Unlocked SpecOpsTurret
[11:770] Wildcat Unlocked QuantumBackpack
[11:909] Wildcat Placed/Upgraded AutoTurret
[12:286] Wildcat Placed/Upgraded AutoTurret
[12:699] Wildcat Placed/Upgraded AutoTurret
[13:041] Wildcat Placed/Upgraded AutoTurret
[13:186] Wildcat Placed/Upgraded HealingDrone
[15:556] Wildcat Unlocked AdvancedCombatSuit
[15:625] Wildcat Unlocked SpecOpsArcWelder
[16:724] Wildcat Placed/Upgraded HealingDrone
[17:742] Wildcat Bought ShieldSuit
[17:742] Wildcat Bought CombatSuit
