Analyzed: Oh No It's Zombies Arctic Updated (447)

ID : 0 PlayerName: Toxicpanda Race: Terran
ID : 1 PlayerName: MarFly Race: Terran
ID : 2 PlayerName: Ascherit Race: Terran
ID : 3 PlayerName: Frosky Race: Zerg
ID : 4 PlayerName: csiz Race: Terran
ID : 5 PlayerName: RyK Race: Terran
ID : 6 PlayerName: Danny Race: Terran
ID : 7 PlayerName: Security Race: Terran Horner
Frosky Zombie Loss
Private Lobby

Game Length:[35:698]
Players ammount: 8
Marine rank avg: 17,833333333333332
GrandMaster ammount: 6
PURCHASES: 
[00:588] Toxicpanda Unlocked AssaultRifle
[00:667] Toxicpanda Placed/Upgraded MiningDroid
[01:056] Toxicpanda Unlocked AdvancedDroidEngines
[02:799] Toxicpanda Unlocked Stimpack
[03:453] Toxicpanda Unlocked IncendiaryGrenade
[07:968] Toxicpanda Unlocked Flamethrower
[07:973] Toxicpanda Unlocked SpecOpsFlamethrower
[09:542] Toxicpanda Unlocked CombatShield
[09:545] Toxicpanda Unlocked AIAssistant
[09:579] Toxicpanda Unlocked LongRangeIncinerators
[09:641] Toxicpanda Unlocked BioMechanicalRepairDrone
[10:947] Toxicpanda Placed/Upgraded HealingDrone
[11:124] Toxicpanda Placed/Upgraded HealingDrone
[12:138] Toxicpanda Unlocked EnergyPack
[12:187] Toxicpanda Unlocked HazmatSuit
[12:192] Toxicpanda Unlocked AdvancedHazmatSuit
[13:785] Toxicpanda Unlocked Teleporter
[13:844] Toxicpanda Placed/Upgraded HealingDrone
[14:948] Toxicpanda Placed/Upgraded HealingDrone
[15:317] Toxicpanda Unlocked ThermiteFilaments
[15:384] Toxicpanda Placed/Upgraded HealingDrone
[15:989] Toxicpanda Placed/Upgraded HealingDrone
[16:019] Toxicpanda Unlocked SpecOpsIncendiaryGrenade
[16:252] Toxicpanda Placed/Upgraded HealingDrone
[17:575] Toxicpanda Placed/Upgraded HealingDrone
[17:867] Toxicpanda Placed/Upgraded HealingDrone
[18:540] Toxicpanda Unlocked SpecOpsTeleporter
[18:889] Toxicpanda Placed/Upgraded HealingDrone
[19:560] Toxicpanda Placed/Upgraded HealingDrone
[19:879] Toxicpanda Placed/Upgraded HealingDrone
[21:610] Toxicpanda Placed/Upgraded HealingDrone
[22:242] Toxicpanda Unlocked MiningCharge
[22:246] Toxicpanda Unlocked AdvancedMiningCharge
[22:306] Toxicpanda Placed/Upgraded NukePack
[22:364] Toxicpanda Placed/Upgraded HealingDrone
[22:952] Toxicpanda Unlocked ExplorationDroid
[22:966] Toxicpanda Placed/Upgraded ExplorationDroid
[22:972] Toxicpanda Placed/Upgraded ExplorationDroid
[23:008] Toxicpanda Placed/Upgraded HealingDrone
[24:500] Toxicpanda Placed/Upgraded HealingDrone
[24:931] Toxicpanda Placed/Upgraded NukePack
[25:021] Toxicpanda Placed/Upgraded HealingDrone
[25:049] Toxicpanda Unlocked SpecOpsBioMechanicalRepairDrone
[25:974] Toxicpanda Placed/Upgraded NukePack
[26:046] Toxicpanda Placed/Upgraded HealingDrone
[27:123] Toxicpanda Placed/Upgraded HealingDrone
[27:557] Toxicpanda Placed/Upgraded NukePack
[27:818] Toxicpanda Placed/Upgraded HealingDrone
[28:206] Toxicpanda Placed/Upgraded NukePack
[28:953] Toxicpanda Placed/Upgraded HealingDrone
[29:480] Toxicpanda Placed/Upgraded NukePack
[29:577] Toxicpanda Placed/Upgraded NukePack
[29:796] Toxicpanda Placed/Upgraded HealingDrone
[30:890] Toxicpanda Placed/Upgraded HealingDrone
[31:613] Toxicpanda Placed/Upgraded NukePack
[00:588] MarFly Unlocked AssaultRifle
[00:771] MarFly Placed/Upgraded MiningDroid
[00:839] MarFly Unlocked AdvancedDroidEngines
[04:129] MarFly Unlocked TurboDroidEngines
[04:767] MarFly Unlocked IncendiaryGrenade
[07:439] MarFly Unlocked Flamethrower
[07:452] MarFly Unlocked SpecOpsFlamethrower
[08:199] MarFly Unlocked CombatShield
[08:610] MarFly Unlocked BioMechanicalRepairDrone
[08:947] MarFly Placed/Upgraded HealingDrone
[10:641] MarFly Placed/Upgraded HealingDrone
[10:709] MarFly Unlocked PsiDisrupter
[10:871] MarFly Placed/Upgraded PsiIndoctrinator
[11:292] MarFly Unlocked MotionSensor
[11:420] MarFly Placed/Upgraded SensorTower
[12:188] MarFly Bought ShieldSuit
[12:188] MarFly Bought CombatSuit
[12:188] MarFly Bought HazmatSuit
[12:188] MarFly Bought HazmatSuit
[12:193] MarFly Bought HazmatSuit
[13:077] MarFly Unlocked CryoFreeze
[13:206] MarFly Unlocked Shieldsiotunlocked
[13:313] MarFly Placed/Upgraded HealingDrone
[13:527] MarFly Placed/Upgraded HealingDrone
[15:518] MarFly Placed/Upgraded HealingDrone
[15:726] MarFly Unlocked ForceFieldGrenade
[15:737] MarFly Unlocked SpecOpsForcefieldGrenade
[15:908] MarFly Placed/Upgraded PsiIndoctrinator
[16:363] MarFly Unlocked EnergyPack
[16:402] MarFly Unlocked AIAssistant
[17:685] MarFly Placed/Upgraded HealingDrone
[18:283] MarFly Unlocked Stimpack
[19:091] MarFly Unlocked AdvancedShieldSuit
[20:075] MarFly Placed/Upgraded HealingDrone
[20:315] MarFly Placed/Upgraded HealingDrone
[21:236] MarFly Placed/Upgraded HealingDrone
[21:538] MarFly Unlocked SuperStimpack
[21:929] MarFly Placed/Upgraded HealingDrone
[22:347] MarFly Placed/Upgraded HealingDrone
[22:815] MarFly Placed/Upgraded HealingDrone
[23:127] MarFly Placed/Upgraded HealingDrone
[24:192] MarFly Placed/Upgraded HealingDrone
[24:795] MarFly Placed/Upgraded HealingDrone
[27:040] MarFly Unlocked AutoTurret
[27:060] MarFly Unlocked HeavyTurret
[27:138] MarFly Placed/Upgraded AutoTurret
[27:338] MarFly Placed/Upgraded AutoTurret
[27:638] MarFly Placed/Upgraded AutoTurret
[27:997] MarFly Unlocked MiningCharge
[28:006] MarFly Unlocked AdvancedMiningCharge
[29:593] MarFly Placed/Upgraded AutoTurret
[29:707] MarFly Placed/Upgraded NukePack
[29:805] MarFly Placed/Upgraded AutoTurret
[30:013] MarFly Placed/Upgraded AutoTurret
[30:268] MarFly Placed/Upgraded NukePack
