Analyzed: Oh No It's Zombies Arctic Updated (153)

ID : 0 PlayerName: GlenWaverley Race: Terran
ID : 1 PlayerName: Sia Race: Terran
ID : 2 PlayerName: Yello Race: Terran
ID : 3 PlayerName: mari Race: Terran
ID : 4 PlayerName: Frosky Race: Terran
ID : 5 PlayerName: timbit Race: Terran
ID : 6 PlayerName: Tacocat Race: Zerg
ID : 7 PlayerName: Security Race: Primal Zerg
Tacocat Zombie Loss
Public Lobby

Game Length:[40:654]
Players ammount: 8
Marine rank avg: 12,166666666666666
GrandMaster ammount: 3
PURCHASES: 
[00:588] GlenWaverley Unlocked AssaultRifle
[01:615] GlenWaverley Unlocked ArcWelder
[02:041] GlenWaverley Placed/Upgraded MiningDroid
[02:759] GlenWaverley Unlocked AdvancedDroidEngines
[06:928] GlenWaverley Placed/Upgraded MiningDroid
[08:881] GlenWaverley Unlocked TurboDroidEngines
[11:913] GlenWaverley Placed/Upgraded MiningDroid
[12:572] GlenWaverley Unlocked MotionSensor
[13:068] GlenWaverley Placed/Upgraded SensorTower
[13:713] GlenWaverley Unlocked BioMechanicalRepairDrone
[13:758] GlenWaverley Unlocked CombatAccelerationDrone
[13:814] GlenWaverley Placed/Upgraded HealingDrone
[14:341] GlenWaverley Placed/Upgraded HealingDrone
[14:483] GlenWaverley Placed/Upgraded HealingDrone
[16:287] GlenWaverley Unlocked ExplorationDroid
[16:316] GlenWaverley Placed/Upgraded ExplorationDroid
[16:375] GlenWaverley Placed/Upgraded ExplorationDroid
[16:881] GlenWaverley Unlocked Stimpack
[18:992] GlenWaverley Placed/Upgraded ExplorationDroid
[19:348] GlenWaverley Placed/Upgraded SensorTower
[21:845] GlenWaverley Unlocked AutoTurret
[21:876] GlenWaverley Unlocked HeavyTurret
[22:125] GlenWaverley Placed/Upgraded AutoTurret
[22:718] GlenWaverley Placed/Upgraded AutoTurret
[23:822] GlenWaverley Unlocked SpecOpsArcWelder
[23:988] GlenWaverley Unlocked ArcWelderMod3
[24:076] GlenWaverley Placed/Upgraded AutoTurret
