Analyzed: Oh No It's Zombies Arctic Map (238)

ID : 0 PlayerName: Tin Race: Terran
ID : 1 PlayerName: Frosky Race: Zerg
ID : 2 PlayerName: DeATH Race: Terran
ID : 3 PlayerName: PartimeHero Race: Terran
ID : 4 PlayerName: MarFly Race: Terran
ID : 5 PlayerName: Muqali Race: Terran
ID : 6 PlayerName: ReturnOffer Race: Terran
ID : 7 PlayerName: Security Race: Primal Zerg
Frosky Zombie Win
Private Lobby

Game Length:[39:032]
Players ammount: 8
Marine rank avg: 17,833333333333332
GrandMaster ammount: 5
PURCHASES: 
[00:572] Tin Unlocked AssaultRifle
[00:652] Tin Placed MiningDroid
[01:905] Tin Unlocked Shotgun
[04:355] Tin Unlocked SuperStimpack
[06:981] Tin Unlocked SpecOpsShotgun
[10:179] Tin Unlocked HighPrecisionBeams
[10:305] Tin Unlocked BioMechanicalRepairDrone
[11:055] Tin Placed HealingDrone
[12:222] Tin Placed HealingDrone
[12:646] Tin Placed HealingDrone
[13:965] Tin Unlocked Stimpack
[17:531] Tin Unlocked HazmatSuit
[20:287] Tin Placed HealingDrone
[21:748] Tin Placed HealingDrone
[22:507] Tin Unlocked EnergyPack
[25:022] Tin Placed HealingDrone
[30:306] Tin Placed HealingDrone
[31:680] Tin Placed HealingDrone
[36:135] Tin Placed HealingDrone
[36:569] Tin Placed HealingDrone
[00:568] Frosky Bought PlayerNumber
[00:629] Frosky Spawned MassiveCocoon
[00:875] Frosky Placed/Upgraded PrimalSunkenColony
[00:876] Frosky Bought SunkenColony
[02:069] Frosky Spawned Hunter
[05:233] Frosky Bought CreepSpeed
[07:159] Frosky Placed/Upgraded LocustNest
[08:053] Frosky Placed/Upgraded LocustNest
[09:286] Frosky Bought SpawnNydusWorm
[09:616] Frosky Placed/Upgraded NydusCanalCreeper
[10:294] Frosky Placed/Upgraded ToxicNest
[10:303] Frosky Placed/Upgraded ToxicNest
[10:316] Frosky Placed/Upgraded ToxicNest
[10:552] Frosky Placed/Upgraded GreaterNydusWorm
[11:166] Frosky Bought StrainVolatile
[11:711] Frosky Placed/Upgraded LesserNydusWorm
[11:712] Frosky Bought GreaterNydus
[12:048] Frosky Bought GreaterNydus
[12:272] Frosky Placed/Upgraded ToxicNest
[13:407] Frosky Placed/Upgraded PrimalSunkenColony
[13:408] Frosky Bought SunkenColony
[13:648] Frosky Placed/Upgraded LocustNest
[13:888] Frosky Bought SunkenColony
[13:888] Frosky Placed/Upgraded PrimalSunkenColony
[14:129] Frosky Placed/Upgraded LocustNest
[14:239] Frosky Bought SunkenColony
[14:467] Frosky Bought StrainHealth
[15:248] Frosky Placed/Upgraded PrimalSunkenColony
[15:249] Frosky Bought SunkenColony
[15:518] Frosky Placed/Upgraded LocustNest
[16:174] Frosky Bought SunkenColony
[16:363] Frosky Bought VirulentCreep
[16:363] Frosky Bought VirulentCreep
[16:557] Frosky Bought StrainVolatile
[16:902] Frosky Placed/Upgraded LocustNest
[17:257] Frosky Bought SunkenColony
[17:457] Frosky Bought UnlockDropPods
[17:532] Frosky Bought ShieldSuit
[17:532] Frosky Bought CombatSuit
[17:532] Frosky Bought HazmatSuit
[17:532] Frosky Bought HazmatSuit
[18:135] Frosky Placed/Upgraded PrimalSunkenColony
[18:136] Frosky Bought SunkenColony
[18:376] Frosky Placed/Upgraded NydusCanalCreeper
[18:590] Frosky Placed/Upgraded ToxicNest
[18:596] Frosky Placed/Upgraded ToxicNest
[18:602] Frosky Placed/Upgraded ToxicNest
[19:272] Frosky Placed/Upgraded GreaterNydusWorm
[19:657] Frosky Placed/Upgraded LesserNydusWorm
[19:658] Frosky Bought GreaterNydus
[19:866] Frosky Bought StrainHealth
[20:897] Frosky Placed/Upgraded PrimalSunkenColony
[20:898] Frosky Bought SunkenColony
[21:162] Frosky Bought AdvancedInfestationSecurity
[21:185] Frosky Bought TrackHumans
[23:140] Frosky Bought AdvancedInfestationContainment
[23:249] Frosky Bought SunkenColony
[23:791] Frosky Spawned MassiveCocoon
[24:337] Frosky Bought TrackHumans
[24:457] Frosky Bought EvolveDropPods
[24:460] Frosky Bought EvolveDropPods
[24:463] Frosky Bought EvolveDropPods
[24:465] Frosky Bought EvolveDropPods
[24:467] Frosky Bought EvolveDropPods
[24:871] Frosky Spawned Underseer
[25:238] Frosky Bought SiphonFuel
[25:769] Frosky Placed/Upgraded PrimalSunkenColony
[25:770] Frosky Bought SunkenColony
[26:009] Frosky Placed/Upgraded NydusCanalCreeper
[26:539] Frosky Placed/Upgraded GreaterNydusWorm
[26:973] Frosky Bought SunkenColony
[27:353] Frosky Bought PureStrainHealth
[27:457] Frosky Placed/Upgraded LesserNydusWorm
[27:458] Frosky Bought GreaterNydus
[28:745] Frosky Placed/Upgraded Virophage
