Analyzed: Oh No It's Zombies Arctic Updated (187)

ID : 0 PlayerName: Niku Race: Zerg
ID : 1 PlayerName: Frosky Race: Terran
ID : 2 PlayerName: JMM Race: Terran
ID : 3 PlayerName: QUINTESSA Race: Terran
ID : 4 PlayerName: Lioner Race: Terran
ID : 5 PlayerName: Gafe Race: Terran
ID : 6 PlayerName: tactinuke Race: Terran
ID : 7 PlayerName: Security Race: 
Niku Zombie Loss
Public Lobby

Game Length:[38:850]
Players ammount: 8
Marine rank avg: 6,666666666666667
GrandMaster ammount: 2
PURCHASES: 
[01:607] Niku Bought VirulentCreep
[02:541] Niku Bought StrainVolatile
[04:664] Niku Spawned MassiveCocoon
[06:104] Niku Spawned Hunter
[06:510] Niku Bought PureStrainVolatile
[08:061] Niku Bought CreepSpeed
[10:111] Niku Bought KaboomerStrain
[12:063] Niku Bought StrainVolatile
[14:920] Niku Spawned MassiveCocoon
[14:952] Niku Spawned MassiveCocoon
[14:992] Niku Bought PureStrainVolatile
[15:211] Niku Bought KaboomerStrain
[16:360] Niku Spawned Anubalisk
[16:392] Niku Spawned Anubalisk
[18:045] Niku Bought StrainVolatile
[19:514] Niku Bought AdvancedInfestationSecurity
[19:518] Niku Bought AdvancedInfestationContainment
[20:043] Niku Bought TrackHumans
[20:871] Niku Bought PureStrainVolatile
[20:884] Niku Bought KaboomerStrain
[23:900] Niku Bought StrainVolatile
[26:219] Niku Bought RegenerativeCreep
[27:147] Niku Bought PureStrainVolatile
[27:199] Niku Bought TrackHumans
[28:748] Niku Bought DropshipsFueled
[28:928] Niku Spawned RoyalCocoon
[28:928] Niku Bought SpawnHiveQueen
[28:928] Niku Bought UltimateInfestationResearched
[29:647] Niku Spawned QueenCoop
[29:740] Niku Bought KaboomerStrain
[32:298] Niku Bought SpawnNydusWorm
[32:344] Niku Placed/Upgraded GreaterNydusWorm
[32:721] Niku Bought StrainVolatile
[33:391] Niku Bought TrackHumans
[36:115] Niku Bought CreepSpeed
[00:588] Frosky Unlocked AssaultRifle
[00:669] Frosky Placed/Upgraded MiningDroid
[00:711] Frosky Unlocked AdvancedDroidEngines
[06:689] Frosky Unlocked TurboDroidEngines
[09:200] Frosky Unlocked SpecOpsAssaultRifle
[10:551] Frosky Unlocked Stimpack
[12:220] Frosky Unlocked CombatSuit
[12:221] Frosky Unlocked ShieldSuit
[12:221] Frosky Unlocked AdvancedShieldSuit
[12:221] Frosky Unlocked CombatSuit
[12:221] Frosky Unlocked AdvancedCombatSuit
[12:221] Frosky Unlocked HazmatSuit
[12:221] Frosky Unlocked AdvancedHazmatSuit
[12:221] Frosky Unlocked CombatSuit
[13:628] Frosky Unlocked TitaniumBulletCasings
[15:939] Frosky Unlocked AdvancedCombatSuit
[15:940] Frosky Unlocked CombatSuit
[15:940] Frosky Unlocked AdvancedCombatSuit
[28:404] Frosky Unlocked MedicShield
[31:192] Frosky Unlocked BioMechanicalRepairDrone
[33:340] Frosky Placed/Upgraded HealingDrone
[33:513] Frosky Placed/Upgraded HealingDrone
[35:539] Frosky Placed/Upgraded HealingDrone
[00:588] JMM Unlocked AssaultRifle
[00:800] JMM Placed/Upgraded MiningDroid
[01:900] JMM Unlocked AdvancedDroidEngines
[04:472] JMM Unlocked BioMechanicalRepairDrone
[04:525] JMM Placed/Upgraded HealingDrone
[04:794] JMM Unlocked Flamethrower
[07:139] JMM Unlocked SpecOpsFlamethrower
[10:077] JMM Unlocked HazmatSuit
[10:078] JMM Unlocked ShieldSuit
[10:078] JMM Unlocked AdvancedShieldSuit
[10:078] JMM Unlocked CombatSuit
[10:078] JMM Unlocked AdvancedCombatSuit
[10:078] JMM Unlocked HazmatSuit
[10:078] JMM Unlocked AdvancedHazmatSuit
[10:078] JMM Unlocked HazmatSuit
[10:122] JMM Unlocked CombatShield
[12:710] JMM Unlocked AdvancedHazmatSuit
[12:711] JMM Unlocked HazmatSuit
[12:711] JMM Unlocked AdvancedHazmatSuit
[15:068] JMM Unlocked Stimpack
[16:090] JMM Unlocked Teleporter
[16:758] JMM Unlocked FlashBang
[21:053] JMM Unlocked SpecOpsFlashbang
[21:129] JMM Unlocked MiningCharge
[21:141] JMM Unlocked AdvancedMiningCharge
[23:607] JMM Unlocked SpecOpsTeleporter
[24:416] JMM Unlocked EnergyPack
[27:151] JMM Placed/Upgraded NukePack
[29:236] JMM Placed/Upgraded NukePack
[29:345] JMM Placed/Upgraded NukePack
