Analyzed: Oh No It's Zombies Arctic Map (56)

ID : 0 PlayerName: valkarian Race: Terran
ID : 1 PlayerName: Ascherit Race: Terran
ID : 2 PlayerName: Frosky Race: Zerg
ID : 3 PlayerName: HappyFace Race: Terran
ID : 4 PlayerName: WildMutant Race: Terran
ID : 5 PlayerName: Snap Race: Terran
ID : 6 PlayerName: Harambe Race: Terran
ID : 7 PlayerName: Security Race: 
Frosky Zombie Loss
Public Lobby

Game Length:[35:161]
Players ammount: 8
Marine rank avg: 10,666666666666666
GrandMaster ammount: 3
PURCHASES: 
[00:572] valkarian Unlocked AssaultRifle
[00:704] valkarian Placed/Upgraded MiningDroid
[01:213] valkarian Unlocked AdvancedDroidEngines
[05:035] valkarian Unlocked BeamRifle
[05:554] valkarian Unlocked SpecOpsPlasmaRifle
[06:751] valkarian Unlocked CloakingDevice
[08:805] valkarian Unlocked SpecOpsCloakingDevice
[11:124] valkarian Unlocked EnergyPack
[11:219] valkarian Unlocked Stimpack
[12:704] valkarian Unlocked CorrosivePlasma
[14:534] valkarian Unlocked CombatSuit
[14:541] valkarian Unlocked AdvancedCombatSuit
[14:656] valkarian Unlocked ExplorationDroid
[19:395] valkarian Unlocked OverloadWeapon
[19:868] valkarian Placed/Upgraded ExplorationDroid
[20:761] valkarian Unlocked IncendiaryGrenade
[20:765] valkarian Unlocked SpecOpsIncendiaryGrenade
[21:358] valkarian Placed/Upgraded ExplorationDroid
[25:386] valkarian Unlocked CombatShield
[25:400] valkarian Unlocked AIAssistant
[25:855] valkarian Unlocked AdvancedExplorationDroid
[25:882] valkarian Unlocked MiningCharge
[25:892] valkarian Unlocked AdvancedMiningCharge
[26:379] valkarian Unlocked EnergySuit
[26:380] valkarian Unlocked EnergySuit
[26:388] valkarian Unlocked AdvancedEnergySuit
[26:389] valkarian Unlocked EnergySuit
[26:389] valkarian Unlocked AdvancedEnergySuit
[28:247] valkarian Placed/Upgraded NukePack
[28:492] valkarian Placed/Upgraded NukePack
[28:874] valkarian Placed/Upgraded NukePack
[33:322] valkarian Placed/Upgraded NukePack
[00:572] Ascherit Unlocked AssaultRifle
[00:651] Ascherit Placed MiningDroid
[00:810] Ascherit Unlocked ArcWelder
[01:429] Ascherit Unlocked BioMechanicalRepairDrone
[01:547] Ascherit Unlocked CombatAccelerationDrone
[01:713] Ascherit Placed HealingDrone
[02:477] Ascherit Placed HealingDrone
[02:727] Ascherit Placed HealingDrone
[04:013] Ascherit Unlocked Stimpack
[05:110] Ascherit Unlocked AdvancedDroidEngines
[05:766] Ascherit Unlocked TurboDroidEngines
[06:514] Ascherit Unlocked RechargeDrone
[06:561] Ascherit Placed HealingDrone
