Analyzed: Oh No It's Zombies Arctic Map (62)

ID : 0 PlayerName: Salem Race: Zerg
ID : 1 PlayerName: Denial Race: Terran
ID : 2 PlayerName: Snap Race: Terran
ID : 3 PlayerName: Isoton Race: Terran
ID : 4 PlayerName: eidrefchazie Race: Terran
ID : 5 PlayerName: Partisan Race: Terran
ID : 6 PlayerName: Frosky Race: Terran
ID : 7 PlayerName: Security Race: Zerg
Salem Zombie Loss
Public Lobby

Game Length:[37:073]
Players ammount: 8
Marine rank avg: 10,833333333333334
GrandMaster ammount: 3
PURCHASES: 
[01:588] Salem Spawned MassiveCocoon
[03:028] Salem Spawned PrimalTownHallUprooted
[03:125] Salem Spawned MassiveCocoon
[04:565] Salem Spawned Hunter
[05:121] Salem Bought CreepSpeed
[06:924] Salem Spawned MassiveCocoon
[08:013] Salem Placed/Upgraded PrimalSunkenColony
[08:014] Salem Bought SunkenColony
[08:364] Salem Spawned Hunter
[11:595] Salem Bought UnlockDropPods
[12:884] Salem Placed/Upgraded PrimalSunkenColony
[12:885] Salem Bought SunkenColony
[13:285] Salem Bought SunkenColony
[13:396] Salem Bought EvolveDropPods
[14:362] Salem Bought EvolveDropPods
[14:808] Salem Bought EvolveDropPods
[15:596] Salem Bought EvolveDropPods
[15:845] Salem Placed/Upgraded PrimalSunkenColony
[15:846] Salem Bought SunkenColony
[17:473] Salem Bought SunkenColony
[17:501] Salem Bought SunkenColony
[18:772] Salem Bought SpawnNydusWorm
[19:005] Salem Spawned MassiveCocoon
[19:899] Salem Placed/Upgraded NydusCanalCreeper
[20:085] Salem Spawned Underseer
[20:372] Salem Placed/Upgraded NydusCanalCreeper
[21:705] Salem Bought StrainSpeed
[21:713] Salem Bought StrainVolatile
[22:019] Salem Placed/Upgraded GreaterNydusWorm
[22:828] Salem Placed/Upgraded NydusCanalCreeper
[23:743] Salem Bought EvolveDropPods
[23:798] Salem Bought VirulentCreep
[24:438] Salem Spawned MassiveCocoon
[25:398] Salem Bought SiphonFuel
[25:518] Salem Spawned Underseer
[26:860] Salem Placed/Upgraded NydusCanalCreeper
[28:383] Salem Bought DropshipsFueled
[28:556] Salem Bought SweepingInfestation
[28:556] Salem Bought UltimateInfestationResearched
[29:025] Salem Placed/Upgraded GreaterNydusWorm
[29:207] Salem Bought StrainDamage
[29:423] Salem Placed/Upgraded NydusCanalCreeper
[30:252] Salem Spawned MassiveCocoon
[31:692] Salem Spawned Anubalisk
[31:769] Salem Bought EvolveDropPods
[31:841] Salem Bought CreepSpeed
[32:561] Salem Placed/Upgraded NydusCanalCreeper
[33:772] Salem Bought AdvancedPowerInfestation
[34:857] Salem Bought AdvancedInfestationContainment
[00:572] Denial Unlocked AssaultRifle
[00:814] Denial Unlocked Stimpack
[00:909] Denial Unlocked FragGrenade
[02:709] Denial Placed/Upgraded MiningDroid
[04:442] Denial Unlocked SpecOpsFragGrenade
[07:326] Denial Unlocked PowerConverter
[10:187] Denial Unlocked SpecOpsAssaultRifle
[11:378] Denial Unlocked AutoTargetingSystem
[13:001] Denial Unlocked BioMechanicalRepairDrone
[19:254] Denial Unlocked SpecOpsBioMechanicalRepairDrone
[20:289] Denial Placed/Upgraded HealingDrone
[22:374] Denial Unlocked AutoTurret
[22:416] Denial Unlocked HeavyTurret
[22:970] Denial Placed/Upgraded AutoTurret
[23:153] Denial Placed/Upgraded AutoTurret
[23:330] Denial Placed/Upgraded AutoTurret
[23:877] Denial Placed/Upgraded HealingDrone
[24:063] Denial Placed/Upgraded HealingDrone
[28:067] Denial Unlocked FlameTurret
[28:342] Denial Placed/Upgraded AutoTurret
[28:765] Denial Placed/Upgraded AutoTurret
[29:175] Denial Placed/Upgraded AutoTurret
[30:313] Denial Placed/Upgraded HealingDrone
