Analyzed: Oh No It's Zombies Arctic Map (95)

ID : 0 PlayerName: SkyJio Race: Terran
ID : 1 PlayerName: Salem Race: Terran
ID : 2 PlayerName: valkarian Race: Terran
ID : 3 PlayerName: BaoJio Race: Terran
ID : 4 PlayerName: MarFly Race: Terran
ID : 5 PlayerName: Wooky Race: Terran
ID : 6 PlayerName: Frosky Race: Zerg
ID : 7 PlayerName: Security Race: Infested Terran
Frosky Zombie Win
Private Lobby

Game Length:[41:510]
Players ammount: 8
Marine rank avg: 19,833333333333332
GrandMaster ammount: 5
PURCHASES: 
[00:572] SkyJio Unlocked AssaultRifle
[01:964] SkyJio Placed/Upgraded MiningDroid
[02:218] SkyJio Unlocked Ares
[02:236] SkyJio Placed/Upgraded PrototypeAresTankMode
[03:530] SkyJio Unlocked ExplorationDroid
[03:613] SkyJio Placed/Upgraded ExplorationDroid
[03:621] SkyJio Placed/Upgraded ExplorationDroid
[06:474] SkyJio Unlocked AdvancedDroidEngines
[06:494] SkyJio Placed/Upgraded ExplorationDroid
[09:534] SkyJio Unlocked SpecOpsAres
[12:349] SkyJio Unlocked AresMod3
[14:285] SkyJio Unlocked AresMod4
[16:546] SkyJio Unlocked AresMod2
[18:345] SkyJio Unlocked AresMod6
[22:059] SkyJio Placed/Upgraded PrototypeAresTankMode
[22:213] SkyJio Unlocked AresMod5
[22:318] SkyJio Unlocked AutoTurret
[22:641] SkyJio Unlocked FlameTurret
[27:216] SkyJio Placed/Upgraded AutoTurret
[28:531] SkyJio Placed/Upgraded AutoTurret
[33:787] SkyJio Placed/Upgraded AutoTurret
[34:528] SkyJio Placed/Upgraded ExplorationDroid
[35:150] SkyJio Placed/Upgraded AutoTurret
[35:652] SkyJio Placed/Upgraded AutoTurret
[00:572] Salem Unlocked AssaultRifle
[00:651] Salem Placed/Upgraded MiningDroid
[00:693] Salem Unlocked BeamRifle
[03:368] Salem Unlocked SuperStimpack
[06:641] Salem Unlocked Stimpack
[08:638] Salem Unlocked SpecOpsPlasmaRifle
[10:254] Salem Unlocked MedicShield
[10:280] Salem Placed/Upgraded MiningDroid
[15:127] Salem Unlocked MiningCharge
[15:130] Salem Unlocked AdvancedMiningCharge
[17:845] Salem Placed/Upgraded NukePack
[20:732] Salem Placed/Upgraded NukePack
[00:572] valkarian Unlocked AssaultRifle
[00:651] valkarian Placed/Upgraded MiningDroid
[02:449] valkarian Unlocked Ares
[03:156] valkarian Placed/Upgraded PrototypeAresTankMode
[05:878] valkarian Unlocked AresMod8
[09:943] valkarian Unlocked AresMod1
[12:111] valkarian Unlocked AresMod3
[16:176] valkarian Unlocked SpecOpsAres
[22:949] valkarian Placed/Upgraded PrototypeAresTankMode
[26:357] valkarian Unlocked AresMod2
[29:308] valkarian Placed/Upgraded PrototypeAresTankMode
[38:112] valkarian Unlocked AresMod6
[00:572] BaoJio Unlocked AssaultRifle
[00:651] BaoJio Placed/Upgraded MiningDroid
[00:726] BaoJio Unlocked AdvancedDroidEngines
[03:715] BaoJio Unlocked SpecOpsAssaultRifle
[05:973] BaoJio Unlocked OverloadWeapon
[07:624] BaoJio Unlocked AutoTargetingSystem
[09:177] BaoJio Unlocked PowerConverter
[11:174] BaoJio Unlocked BioMechanicalRepairDrone
[11:224] BaoJio Unlocked FlashBang
[12:231] BaoJio Placed/Upgraded HealingDrone
[12:695] BaoJio Placed/Upgraded HealingDrone
